age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,incom
0-100,*,51835,Educated,13-16,*,*,Have-family,*,Female,0,1902,60, Honduras, >50k
0-100,Have-worked,251585,Educated,13-16,*,*,Not-in-family,*,Male,0,0,55, United-States, >50k
0-100,Have-worked,109832,Educated,1-12,*,*,Not-in-family,*,Male,0,0,60, United-States, <=50k
0-100,*,237993,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,216666,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Mexico, <=50k
0-100,*,56352,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Puerto-Rico, <=50k
0-100,*,147372,Educated,1-12,*,*,Have-family,*,Male,0,0,48, United-States, <=50k
0-100,*,188146,Educated,1-12,*,*,Have-family,*,Male,5013,0,40, United-States, <=50k
0-100,*,59496,Educated,13-16,*,*,Have-family,*,Male,2407,0,40, United-States, <=50k
0-100,*,293936,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, ?, <=50k
0-100,*,149640,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,116632,Educated,13-16,*,*,Have-family,*,Male,0,0,45, United-States, >50k
0-100,*,105598,Educated,1-12,*,*,Not-in-family,*,Male,0,0,58, United-States, <=50k
0-100,*,155537,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,183175,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,169846,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, >50k
0-100,Have-worked,191681,Educated,1-12,*,*,Have-family,*,Male,0,0,50, United-States, >50k
0-100,*,200681,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,101509,Educated,1-12,*,*,Have-family,*,Male,0,0,32, United-States, <=50k
0-100,*,309974,Educated,13-16,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,Have-worked,162298,Educated,13-16,*,*,Have-family,*,Male,0,0,70, United-States, >50k
0-100,*,211678,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,124744,Educated,1-12,*,*,Unmarried,*,Male,0,0,20, United-States, <=50k
0-100,*,213921,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Mexico, <=50k
0-100,*,32214,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,212759,Educated,1-12,*,*,Have-family,*,Male,0,0,2, United-States, <=50k
0-100,*,309634,Educated,1-12,*,*,Have-family,*,Female,0,0,22, United-States, <=50k
0-100,Have-worked,125927,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,446839,Educated,1-12,*,*,Not-in-family,*,Male,0,0,30, United-States, <=50k
0-100,*,276515,Educated,13-16,*,*,Have-family,*,Male,0,0,40, Cuba, <=50k
0-100,*,51618,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,159937,Educated,1-12,*,*,Have-family,*,Male,0,0,48, United-States, <=50k
0-100,*,343591,Educated,1-12,*,*,Not-in-family,*,Female,14344,0,40, United-States, >50k
0-100,*,346253,Educated,1-12,*,*,Have-family,*,Female,0,0,35, United-States, <=50k
0-100,Have-worked,268234,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,202051,Educated,13-16,*,*,Have-family,*,Male,0,0,50, United-States, <=50k
0-100,*,54334,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,410867,Educated,13-16,*,*,Not-in-family,*,Female,0,0,50, United-States, >50k
0-100,*,249977,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,286730,Educated,1-12,*,*,Unmarried,*,Female,0,0,40, United-States, <=50k
0-100,*,212563,Educated,1-12,*,*,Unmarried,*,Female,0,0,25, United-States, <=50k
0-100,*,117747,Educated,1-12,*,*,Have-family,*,Female,0,1573,35, ?, <=50k
0-100,Have-worked,226296,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,Have-worked,115585,Educated,1-12,*,*,Not-in-family,*,Male,0,0,50, United-States, <=50k
0-100,Have-worked,191277,Educated,13-16,*,*,Have-family,*,Male,0,1902,60, United-States, >50k
0-100,*,202683,Educated,1-12,*,*,Have-family,*,Male,0,0,48, United-States, >50k
0-100,*,171095,Educated,1-12,*,*,Unmarried,*,Female,0,0,40, England, <=50k
0-100,Have-worked,249409,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,124191,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,198282,Educated,13-16,*,*,Have-family,*,Male,15024,0,60, United-States, >50k
0-100,Have-worked,149116,Educated,13-16,*,*,Not-in-family,*,Female,0,0,50, United-States, <=50k
0-100,*,188300,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,103432,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,317660,Educated,1-12,*,*,Have-family,*,Male,7688,0,40, United-States, >50k
0-100,*,304873,Educated,1-12,*,*,Have-family,*,Female,34095,0,32, United-States, <=50k
0-100,*,194901,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,189265,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,124692,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,432376,Educated,13-16,*,*,Unmarried,*,Male,0,0,40, United-States, <=50k
0-100,*,65324,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,Have-worked,335605,Educated,1-12,*,*,Have-family,*,Male,0,1887,50, Canada, >50k
0-100,*,377869,Educated,1-12,*,*,Have-family,*,Female,4064,0,25, United-States, <=50k
0-100,*,102864,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,95647,Educated,1-12,*,*,Have-family,*,Male,0,0,50, United-States, <=50k
0-100,Have-worked,303090,Educated,1-12,*,*,Have-family,*,Male,0,0,50, United-States, <=50k
0-100,Have-worked,197371,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,247552,Educated,1-12,*,*,Have-family,*,Male,0,0,56, United-States, <=50k
0-100,*,102632,Educated,1-12,*,*,Not-in-family,*,Male,0,0,41, United-States, <=50k
0-100,*,199915,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,118853,Educated,13-16,*,*,Have-family,*,Male,0,0,60, United-States, <=50k
0-100,*,77143,Educated,13-16,*,*,Have-family,*,Male,0,0,40, Germany, <=50k
0-100,Have-worked,267989,Educated,13-16,*,*,Have-family,*,Male,0,0,50, United-States, >50k
0-100,*,301606,Educated,1-12,*,*,Have-family,*,Male,0,0,35, United-States, <=50k
0-100,*,287828,Educated,13-16,*,*,Have-family,*,Female,0,0,40, United-States, >50k
0-100,*,111697,Educated,1-12,*,*,Have-family,*,Female,0,1719,28, United-States, <=50k
0-100,*,114937,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,129305,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,365739,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,69621,Educated,1-12,*,*,Not-in-family,*,Female,0,0,60, United-States, <=50k
0-100,*,43323,Educated,1-12,*,*,Not-in-family,*,Female,0,1762,40, United-States, <=50k
0-100,Have-worked,120985,Educated,1-12,*,*,Have-family,*,Male,4386,0,35, United-States, <=50k
0-100,*,254202,Educated,13-16,*,*,Have-family,*,Male,0,0,50, United-States, <=50k
0-100,*,146195,Educated,1-12,*,*,Not-in-family,*,Female,0,0,36, United-States, <=50k
0-100,Have-worked,125933,Educated,13-16,*,*,Have-family,*,Male,0,0,40, Iran, >50k
0-100,Have-worked,56920,Educated,1-12,*,*,Have-family,*,Male,0,0,60, United-States, <=50k
0-100,*,163127,Educated,1-12,*,*,Have-family,*,Female,0,0,35, United-States, <=50k
0-100,*,34310,Educated,1-12,*,*,Have-family,*,Male,0,0,20, United-States, <=50k
0-100,*,81973,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,Have-worked,66614,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,232782,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,316868,Educated,1-12,*,*,Have-family,*,Male,0,0,30, Mexico, <=50k
0-100,*,196584,Educated,1-12,*,*,Not-in-family,*,Female,0,1564,40, United-States, >50k
0-100,*,105376,Educated,1-12,*,*,Unmarried,*,Male,0,0,40, United-States, <=50k
0-100,*,185814,Educated,1-12,*,*,Unmarried,*,Female,0,0,30, United-States, <=50k
0-100,*,175374,Educated,1-12,*,*,Have-family,*,Male,0,0,24, United-States, <=50k
0-100,*,108293,Educated,1-12,*,*,Unmarried,*,Female,0,0,24, United-States, <=50k
0-100,*,181232,Educated,1-12,*,*,Have-family,*,Male,0,2179,40, United-States, <=50k
0-100,*,174662,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,Have-worked,186009,Educated,1-12,*,*,Unmarried,*,Female,0,0,38, Mexico, <=50k
0-100,*,198183,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,163003,Educated,13-16,*,*,Unmarried,*,Female,0,0,40, Philippines, <=50k
0-100,*,296158,Educated,1-12,*,*,Have-family,*,Male,0,0,35, United-States, <=50k
0-100,*,252903,Educated,1-12,*,*,Not-in-family,*,Male,0,0,45, United-States, >50k
0-100,*,187715,Educated,1-12,*,*,Have-family,*,Male,0,0,46, United-States, <=50k
0-100,*,214542,Educated,13-16,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,494223,Educated,1-12,*,*,Unmarried,*,Male,0,1816,2, United-States, <=50k
0-100,*,191535,Educated,1-12,*,*,Not-in-family,*,Male,0,0,60, United-States, <=50k
0-100,*,228456,Educated,13-16,*,*,Unmarried,*,Male,0,0,50, United-States, <=50k
0-100,*,38317,Educated,1-12,*,*,Not-in-family,*,Female,0,0,20, United-States, <=50k
0-100,*,252752,Educated,1-12,*,*,Unmarried,*,Female,0,0,40, United-States, <=50k
0-100,Have-worked,78374,Educated,13-16,*,*,Unmarried,*,Female,0,0,40, United-States, <=50k
0-100,*,88419,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, England, <=50k
0-100,Have-worked,201080,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,207157,Educated,1-12,*,*,Unmarried,*,Female,0,0,40, Mexico, <=50k
0-100,Have-worked,235485,Educated,1-12,*,*,Not-in-family,*,Male,0,0,42, United-States, <=50k
0-100,Have-worked,102628,Educated,13-16,*,*,Unmarried,*,Male,0,0,40, United-States, <=50k
0-100,*,25828,Educated,1-12,*,*,Have-family,*,Male,0,0,16, United-States, <=50k
0-100,Have-worked,54826,Educated,1-12,*,*,Not-in-family,*,Female,0,0,20, United-States, <=50k
0-100,*,124953,Educated,1-12,*,*,Not-in-family,*,Male,0,1980,40, United-States, <=50k
0-100,Have-worked,175325,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,96062,Educated,1-12,*,*,Have-family,*,Male,0,1977,40, United-States, >50k
0-100,*,428030,Educated,13-16,*,*,Not-in-family,*,Male,0,0,50, United-States, <=50k
0-100,Have-worked,149624,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,253814,Educated,1-12,*,*,Unmarried,*,Female,0,0,25, United-States, <=50k
0-100,*,312956,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,483777,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,183930,Educated,1-12,*,*,Have-family,*,Male,0,0,12, United-States, <=50k
0-100,*,37274,Educated,13-16,*,*,Have-family,*,Male,0,0,65, United-States, <=50k
0-100,Have-worked,181344,Educated,1-12,*,*,Have-family,*,Male,0,0,38, United-States, >50k
0-100,*,114580,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,633742,Educated,1-12,*,*,Not-in-family,*,Male,0,0,45, United-States, <=50k
0-100,*,286370,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Mexico, >50k
0-100,Have-worked,29054,Educated,1-12,*,*,Have-family,*,Male,0,0,42, United-States, >50k
0-100,*,304030,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,143129,Educated,13-16,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,135105,Educated,13-16,*,*,Not-in-family,*,Female,0,0,50, United-States, <=50k
0-100,*,99928,Educated,13-16,*,*,Have-family,*,Female,0,0,50, United-States, <=50k
0-100,Have-worked,109567,Educated,13-16,*,*,Have-family,*,Male,0,0,1, United-States, >50k
0-100,*,155222,Educated,1-12,*,*,Not-in-family,*,Female,0,0,28, United-States, <=50k
0-100,*,159567,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,523910,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,120939,Educated,1-12,*,*,Have-family,*,Male,0,0,45, United-States, <=50k
0-100,Have-worked,130760,Educated,13-16,*,*,Have-family,*,Male,0,0,24, United-States, <=50k
0-100,*,197387,Educated,1-12,*,*,Unmarried,*,Male,0,0,40, Mexico, <=50k
0-100,*,99374,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,56795,Educated,13-16,*,*,Not-in-family,*,Female,14084,0,55, United-States, >50k
0-100,*,138992,Educated,13-16,*,*,Unmarried,*,Male,7298,0,40, United-States, >50k
0-100,Have-worked,32921,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,397317,Educated,13-16,*,*,Not-in-family,*,Female,0,1876,40, United-States, <=50k
0-100,*,170653,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Italy, <=50k
0-100,*,259323,Educated,13-16,*,*,Have-family,*,Male,0,0,50, United-States, >50k
0-100,Have-worked,254817,Educated,1-12,*,*,Not-in-family,*,Female,0,1340,40, United-States, <=50k
0-100,Have-worked,48211,Educated,1-12,*,*,Unmarried,*,Female,0,0,35, United-States, <=50k
0-100,*,140164,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,128757,Educated,13-16,*,*,Have-family,*,Male,7298,0,36, United-States, >50k
0-100,*,36270,Educated,1-12,*,*,Not-in-family,*,Male,0,0,60, United-States, <=50k
0-100,Have-worked,210563,Educated,1-12,*,*,Have-family,*,Female,15024,0,35, United-States, >50k
0-100,*,65368,Educated,1-12,*,*,Have-family,*,Female,0,0,12, United-States, <=50k
0-100,Have-worked,160943,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,208358,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,153790,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,85815,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,125417,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,635913,Educated,13-16,*,*,Not-in-family,*,Male,0,0,60, United-States, >50k
0-100,*,313321,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,182609,Educated,13-16,*,*,Have-family,*,Male,0,0,50, Poland, <=50k
0-100,*,109434,Educated,13-16,*,*,Have-family,*,Male,0,0,55, United-States, <=50k
0-100,*,255004,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,197860,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,187656,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,51744,Educated,1-12,*,*,Not-in-family,*,Male,0,2206,40, United-States, <=50k
0-100,*,176681,Educated,1-12,*,*,Have-family,*,Male,0,0,20, United-States, <=50k
0-100,Have-worked,140359,Educated,1-12,*,*,Not-in-family,*,Female,0,0,35, United-States, <=50k
0-100,*,243313,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,24215,Educated,1-12,*,*,Not-in-family,*,Female,0,0,10, United-States, <=50k
0-100,Have-worked,167687,Educated,1-12,*,*,Have-family,*,Male,1409,0,50, United-States, <=50k
0-100,*,314209,Educated,1-12,*,*,Not-in-family,*,Female,0,0,20, Columbia, <=50k
0-100,*,176796,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,538583,Educated,1-12,*,*,Not-in-family,*,Male,3674,0,40, United-States, <=50k
0-100,*,130408,Educated,1-12,*,*,Unmarried,*,Female,0,0,38, United-States, <=50k
0-100,*,159732,Educated,1-12,*,*,Not-in-family,*,Male,0,0,42, United-States, <=50k
0-100,*,110978,Educated,1-12,*,*,Unmarried,*,Female,0,0,40, United-States, <=50k
0-100,*,76714,Educated,13-16,*,*,Not-in-family,*,Male,0,0,55, United-States, >50k
0-100,Have-worked,268700,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,170525,Educated,1-12,*,*,Not-in-family,*,Female,0,0,38, United-States, <=50k
0-100,*,180138,Educated,13-16,*,*,Have-family,*,Male,0,0,50, Iran, >50k
0-100,Have-worked,115076,Educated,13-16,*,*,Have-family,*,Male,0,0,70, United-States, >50k
0-100,*,115458,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,347890,Educated,13-16,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,Have-worked,196001,Educated,1-12,*,*,Have-family,*,Female,0,0,20, United-States, <=50k
0-100,Have-worked,273905,Educated,1-12,*,*,Have-family,*,Male,0,0,50, United-States, <=50k
0-100,*,119156,Educated,1-12,*,*,Have-family,*,Male,0,0,20, United-States, <=50k
0-100,*,179488,Educated,1-12,*,*,Not-in-family,*,Male,0,1741,40, United-States, <=50k
0-100,*,203580,Educated,1-12,*,*,Have-family,*,Male,0,0,35, ?, <=50k
0-100,*,236596,Educated,1-12,*,*,Have-family,*,Male,0,0,45, United-States, >50k
0-100,*,183916,Educated,1-12,*,*,Not-in-family,*,Female,0,0,34, United-States, <=50k
0-100,*,207578,Educated,1-12,*,*,Have-family,*,Male,0,1977,60, United-States, >50k
0-100,*,153141,Educated,1-12,*,*,Have-family,*,Male,0,0,40, ?, <=50k
0-100,*,112763,Educated,13-16,*,*,Have-family,*,Female,0,0,40, United-States, >50k
0-100,*,390781,Educated,13-16,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,Have-worked,171328,Educated,1-12,*,*,Unmarried,*,Female,0,0,30, United-States, <=50k
0-100,Have-worked,27382,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,259014,Educated,1-12,*,*,Not-in-family,*,Male,0,0,20, United-States, <=50k
0-100,Have-worked,303044,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Cambodia, >50k
0-100,*,117789,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,172579,Educated,1-12,*,*,Not-in-family,*,Female,0,0,30, United-States, <=50k
0-100,*,187666,Educated,1-12,*,*,Not-in-family,*,Female,0,0,45, United-States, <=50k
0-100,*,204518,Educated,1-12,*,*,Not-in-family,*,Male,0,0,40, United-States, <=50k
0-100,*,150042,Educated,13-16,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,98092,Educated,1-12,*,*,Have-family,*,Male,0,0,60, United-States, <=50k
0-100,*,245918,Educated,1-12,*,*,Have-family,*,Male,0,0,12, United-States, <=50k
0-100,*,146013,Educated,1-12,*,*,Have-family,*,Male,4064,0,40, United-States, <=50k
0-100,*,378322,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,257295,Educated,1-12,*,*,Have-family,*,Male,0,0,75, Thailand, >50k
0-100,*,218956,Educated,1-12,*,*,Have-family,*,Male,0,0,24, Canada, <=50k
0-100,*,21174,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,185480,Educated,13-16,*,*,Not-in-family,*,Female,0,0,45, United-States, <=50k
0-100,*,222205,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, >50k
0-100,*,69867,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, >50k
0-100,*,191260,Educated,1-12,*,*,Have-family,*,Male,1055,0,24, United-States, <=50k
0-100,Have-worked,30653,Educated,13-16,*,*,Have-family,*,Male,2407,0,98, United-States, <=50k
0-100,Have-worked,209109,Educated,13-16,*,*,Have-family,*,Male,0,0,35, United-States, <=50k
0-100,*,70377,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,477983,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,*,170924,Educated,1-12,*,*,Have-family,*,Male,7298,0,40, United-States, >50k
0-100,*,190174,Educated,1-12,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,193787,Educated,1-12,*,*,Have-family,*,Female,0,0,40, United-States, <=50k
0-100,*,279472,Educated,1-12,*,*,Have-family,*,Female,7298,0,48, United-States, >50k
0-100,*,34918,Educated,13-16,*,*,Not-in-family,*,Female,0,0,15, Germany, <=50k
0-100,Have-worked,97688,Educated,1-12,*,*,Have-family,*,Male,5178,0,40, United-States, >50k
0-100,*,175413,Educated,1-12,*,*,Unmarried,*,Female,0,0,45, United-States, <=50k
0-100,*,173960,Educated,13-16,*,*,Not-in-family,*,Female,0,0,42, United-States, <=50k
0-100,*,205759,Educated,1-12,*,*,Have-family,*,Male,0,0,40, United-States, <=50k
0-100,Have-worked,425161,Educated,13-16,*,*,Have-family,*,Male,15024,0,40, United-States, >50k
0-100,*,220531,Educated,13-16,*,*,Have-family,*,Male,0,0,60, United-States, >50k
0-100,*,176609,Educated,1-12,*,*,Not-in-family,*,Male,0,0,45, United-States, <=50k
0-100,*,371987,Educated,13-16,*,*,Not-in-family,*,Female,0,0,40, United-States, <=50k
0-100,*,193884,Educated,1-12,*,*,Have-family,*,Male,0,0,40, Ecuador, <=50k
0-100,*,200352,Educated,13-16,*,*,Have-family,*,Male,0,0,45, United-States, <=50k
