age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,incom
25-50, Private,245487,MiddleSchool,4, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50k
25-50, Self-emp-not-inc,176756,HighSchool,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50k
25-50, Private,186824,HighSchool,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50k
25-50, Private,28887,HighSchool,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50k
25-50, Self-emp-not-inc,292175,GradSchool,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, >50k
25-50, Private,193524,GradSchool,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50k
50-75, Private,302146,HighSchool,9, Separated, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50k
25-50, Federal-gov,76845,MiddleSchool,5, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50k
25-50, Private,117037,HighSchool,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2042,40, United-States, <=50k
50-75, Private,109015,HighSchool,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50k
50-75, Local-gov,216851,UndergradSchool,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50k
0-25, Private,168294,HighSchool,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50k
50-75, ?,180211,VocDegree,10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,60, South, >50k
25-50, Private,367260,HighSchool,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50k
25-50, Private,193366,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50k
0-25, Local-gov,190709,UndergradSchool,12, Never-married, Protective-serv, Not-in-family, White, Male,0,0,52, United-States, <=50k
0-25, Private,266015,VocDegree,10, Never-married, Sales, Own-child, Black, Male,0,0,44, United-States, <=50k
25-50, Private,386940,UndergradSchool,13, Divorced, Exec-managerial, Own-child, White, Male,0,1408,40, United-States, <=50k
25-50, Federal-gov,59951,VocDegree,10, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50k
0-25, State-gov,311512,VocDegree,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, United-States, <=50k
25-50, Private,242406,HighSchool,7, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50k
0-25, Private,197200,VocDegree,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50k
0-25, Private,544091,HighSchool,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50k
25-50, Private,84154,VocDegree,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, ?, >50k
25-50, Self-emp-not-inc,265477,UndergradSchool,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,507875,MiddleSchool,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50k
50-75, Self-emp-not-inc,88506,UndergradSchool,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50k
0-25, Private,172987,UndergradSchool,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50k
25-50, Private,94638,HighSchool,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50k
25-50, Private,289980,HighSchool,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50k
50-75, Federal-gov,337895,UndergradSchool,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50k
50-75, Private,144361,HighSchool,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50k
25-50, Private,128354,GradSchool,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50k
25-50, State-gov,101603,VocDegree,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,271466,VocDegree,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50k
25-50, Private,32275,VocDegree,10, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, United-States, <=50k
0-25, Private,226956,HighSchool,9, Never-married, Other-service, Own-child, White, Female,0,0,30, ?, <=50k
25-50, Private,51835,VocDegree,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,60, Honduras, >50k
50-75, Federal-gov,251585,UndergradSchool,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50k
25-50, Self-emp-inc,109832,HighSchool,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50k
25-50, Private,237993,VocDegree,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,216666,PrimarySchool,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50k
25-50, Private,56352,VocDegree,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, <=50k
25-50, Private,147372,HighSchool,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50k
25-50, Private,188146,HighSchool,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, <=50k
25-50, Private,59496,UndergradSchool,13, Married-civ-spouse, Sales, Husband, White, Male,2407,0,40, United-States, <=50k
25-50, ?,293936,MiddleSchool,4, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,40, ?, <=50k
25-50, Private,149640,HighSchool,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,116632,GradSchool,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50k
25-50, Private,105598,VocDegree,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,58, United-States, <=50k
25-50, Private,155537,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,183175,VocDegree,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50k
50-75, Private,169846,HighSchool,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50k
25-50, Self-emp-inc,191681,VocDegree,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50k
25-50, ?,200681,VocDegree,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50k
0-25, Private,101509,VocDegree,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,32, United-States, <=50k
25-50, Private,309974,UndergradSchool,13, Separated, Sales, Own-child, Black, Female,0,0,40, United-States, <=50k
25-50, Self-emp-not-inc,162298,UndergradSchool,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50k
0-25, Private,211678,VocDegree,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50k
75-100, Private,124744,VocDegree,10, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,20, United-States, <=50k
25-50, Private,213921,HighSchool,9, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50k
25-50, Private,32214,UndergradSchool,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50k
50-75, ?,212759,HighSchool,6, Married-civ-spouse, ?, Husband, White, Male,0,0,2, United-States, <=50k
0-25, Private,309634,HighSchool,7, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50k
25-50, Local-gov,125927,MiddleSchool,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50k
0-25, Private,446839,HighSchool,9, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50k
50-75, Private,276515,UndergradSchool,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50k
25-50, Private,51618,HighSchool,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50k
50-75, Private,159937,HighSchool,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50k
25-50, Private,343591,HighSchool,9, Divorced, Craft-repair, Not-in-family, White, Female,14344,0,40, United-States, >50k
50-75, Private,346253,HighSchool,9, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50k
25-50, Local-gov,268234,HighSchool,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,202051,GradSchool,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50k
25-50, Private,54334,MiddleSchool,5, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50k
25-50, Federal-gov,410867,GradSchool,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50k
50-75, Private,249977,VocDegree,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,286730,VocDegree,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50k
25-50, Private,212563,VocDegree,10, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,25, United-States, <=50k
25-50, Private,117747,HighSchool,9, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,1573,35, ?, <=50k
25-50, Local-gov,226296,UndergradSchool,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50k
25-50, Local-gov,115585,VocDegree,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50k
25-50, Self-emp-not-inc,191277,GradSchool,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50k
25-50, Private,202683,VocDegree,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50k
25-50, Private,171095,UndergradSchool,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50k
25-50, Federal-gov,249409,HighSchool,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50k
75-100, Private,124191,GradSchool,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,198282,UndergradSchool,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50k
25-50, Self-emp-not-inc,149116,GradSchool,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50k
0-25, Private,188300,VocDegree,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50k
25-50, Private,103432,HighSchool,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50k
25-50, Self-emp-inc,317660,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50k
0-25, ?,304873,HighSchool,6, Never-married, ?, Own-child, White, Female,34095,0,32, United-States, <=50k
25-50, Private,194901,HighSchool,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50k
25-50, Local-gov,189265,HighSchool,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50k
25-50, Private,124692,HighSchool,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50k
0-25, Private,432376,UndergradSchool,13, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50k
25-50, Private,65324,VocDegree,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50k
50-75, Self-emp-not-inc,335605,HighSchool,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,50, Canada, >50k
25-50, Private,377869,VocDegree,10, Married-civ-spouse, Sales, Wife, White, Female,4064,0,25, United-States, <=50k
25-50, Private,102864,HighSchool,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50k
50-75, Private,95647,MiddleSchool,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50k
50-75, Self-emp-inc,303090,VocDegree,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50k
25-50, Local-gov,197371,VocDegree,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50k
50-75, Private,247552,VocDegree,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, <=50k
0-25, Private,102632,HighSchool,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,41, United-States, <=50k
0-25, Private,199915,VocDegree,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50k
25-50, Private,118853,UndergradSchool,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50k
25-50, Private,77143,UndergradSchool,13, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Germany, <=50k
25-50, State-gov,267989,UndergradSchool,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50k
0-25, Private,301606,VocDegree,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50k
25-50, Private,287828,UndergradSchool,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50k
0-25, Private,111697,VocDegree,10, Never-married, Adm-clerical, Own-child, White, Female,0,1719,28, United-States, <=50k
25-50, Private,114937,UndergradSchool,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50k
25-50, ?,129305,HighSchool,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,365739,VocDegree,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50k
25-50, Private,69621,UndergradSchool,12, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50k
0-25, Private,43323,HighSchool,9, Never-married, Other-service, Not-in-family, White, Female,0,1762,40, United-States, <=50k
25-50, Self-emp-not-inc,120985,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,35, United-States, <=50k
25-50, Private,254202,UndergradSchool,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50k
25-50, Private,146195,UndergradSchool,12, Divorced, Tech-support, Not-in-family, Black, Female,0,0,36, United-States, <=50k
25-50, Federal-gov,125933,GradSchool,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50k
25-50, Self-emp-not-inc,56920,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50k
25-50, Private,163127,VocDegree,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50k
0-25, Private,34310,VocDegree,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50k
25-50, Private,81973,VocDegree,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50k
50-75, Self-emp-inc,66614,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Private,232782,VocDegree,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50k
0-25, Private,316868,VocDegree,10, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50k
25-50, Private,196584,VocDegree,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,40, United-States, >50k
50-75, Private,105376,VocDegree,10, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50k
25-50, Private,185814,HighSchool,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50k
0-25, Private,175374,VocDegree,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50k
25-50, Private,108293,HighSchool,9, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50k
50-75, Private,181232,HighSchool,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2179,40, United-States, <=50k
25-50, ?,174662,VocDegree,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50k
25-50, Local-gov,186009,VocDegree,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Mexico, <=50k
25-50, Private,198183,HighSchool,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50k
25-50, Private,163003,UndergradSchool,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50k
0-25, Private,296158,HighSchool,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50k
50-75, ?,252903,HighSchool,9, Divorced, ?, Not-in-family, White, Male,0,0,45, United-States, >50k
25-50, Private,187715,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50k
0-25, Private,214542,UndergradSchool,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50k
50-75, Self-emp-not-inc,494223,VocDegree,10, Separated, Sales, Unmarried, Black, Male,0,1816,2, United-States, <=50k
25-50, Private,191535,HighSchool,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50k
25-50, Private,228456,UndergradSchool,13, Separated, Other-service, Other-relative, Black, Male,0,0,50, United-States, <=50k
50-75, ?,38317,PrimarySchool,2, Divorced, ?, Not-in-family, White, Female,0,0,20, United-States, <=50k
25-50, Private,252752,HighSchool,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50k
25-50, Self-emp-inc,78374,GradSchool,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50k
25-50, Private,88419,HighSchool,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50k
25-50, Self-emp-not-inc,201080,GradSchool,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,207157,VocDegree,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50k
25-50, Federal-gov,235485,UndergradSchool,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, <=50k
25-50, State-gov,102628,GradSchool,14, Widowed, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50k
0-25, Private,25828,HighSchool,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50k
50-75, Local-gov,54826,VocDegree,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50k
25-50, Private,124953,HighSchool,9, Never-married, Other-service, Not-in-family, White, Male,0,1980,40, United-States, <=50k
25-50, State-gov,175325,HighSchool,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50k
50-75, Private,96062,VocDegree,10, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50k
25-50, Private,428030,UndergradSchool,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50k
25-50, State-gov,149624,UndergradSchool,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,253814,HighSchool,9, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,25, United-States, <=50k
0-25, Private,312956,HighSchool,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50k
25-50, Private,483777,HighSchool,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50k
0-25, Private,183930,HighSchool,9, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50k
25-50, Private,37274,UndergradSchool,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50k
25-50, Local-gov,181344,VocDegree,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States, >50k
25-50, Private,114580,VocDegree,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50k
25-50, Private,633742,VocDegree,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50k
25-50, Private,286370,MiddleSchool,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50k
25-50, Federal-gov,29054,VocDegree,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, >50k
25-50, Private,304030,HighSchool,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50k
25-50, Self-emp-not-inc,143129,UndergradSchool,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50k
50-75, ?,135105,UndergradSchool,13, Divorced, ?, Not-in-family, White, Female,0,0,50, United-States, <=50k
25-50, Private,99928,GradSchool,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50k
50-75, State-gov,109567,GradSchool,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,1, United-States, >50k
25-50, Private,155222,VocDegree,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,28, United-States, <=50k
0-25, Private,159567,VocDegree,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50k
25-50, Local-gov,523910,UndergradSchool,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50k
25-50, Private,120939,VocDegree,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50k
25-50, Federal-gov,130760,UndergradSchool,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50k
0-25, Private,197387,PrimarySchool,3, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico, <=50k
25-50, Private,99374,VocDegree,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50k
25-50, Federal-gov,56795,GradSchool,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,55, United-States, >50k
25-50, Private,138992,GradSchool,14, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,7298,0,40, United-States, >50k
0-25, Self-emp-not-inc,32921,HighSchool,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50k
25-50, Private,397317,GradSchool,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States, <=50k
0-25, ?,170653,HighSchool,9, Never-married, ?, Own-child, White, Male,0,0,40, Italy, <=50k
50-75, Private,259323,UndergradSchool,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50k
25-50, Local-gov,254817,VocDegree,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,1340,40, United-States, <=50k
25-50, State-gov,48211,HighSchool,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50k
0-25, Private,140164,HighSchool,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50k
25-50, Private,128757,UndergradSchool,13, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,36, United-States, >50k
25-50, Private,36270,HighSchool,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50k
50-75, Self-emp-inc,210563,HighSchool,9, Married-civ-spouse, Sales, Wife, White, Female,15024,0,35, United-States, >50k
0-25, Private,65368,HighSchool,7, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50k
25-50, Local-gov,160943,HighSchool,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50k
25-50, Private,208358,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,153790,VocDegree,10, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50k
50-75, Private,85815,HighSchool,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50k
50-75, Self-emp-inc,125417,MiddleSchool,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50k
25-50, Private,635913,UndergradSchool,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50k
50-75, Private,313321,UndergradSchool,12, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50k
25-50, Private,182609,UndergradSchool,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland, <=50k
25-50, Private,109434,UndergradSchool,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50k
25-50, Private,255004,HighSchool,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50k
25-50, Private,197860,VocDegree,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50k
50-75, ?,187656,PrimarySchool,2, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50k
75-100, Private,51744,HighSchool,9, Never-married, Other-service, Not-in-family, Black, Male,0,2206,40, United-States, <=50k
50-75, Private,176681,HighSchool,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,20, United-States, <=50k
50-75, Local-gov,140359,PrimarySchool,1, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50k
0-25, Private,243313,HighSchool,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50k
50-75, ?,24215,HighSchool,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50k
50-75, Self-emp-not-inc,167687,HighSchool,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,1409,0,50, United-States, <=50k
75-100, Private,314209,VocDegree,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Columbia, <=50k
50-75, Private,176796,HighSchool,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50k
25-50, Private,538583,HighSchool,7, Separated, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States, <=50k
