age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,incom
0-50, Private,159788,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,80, United-States, <=50k
0-50, Private,263831,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,168262,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Self-emp-inc,175958,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,3325,0,60, United-States, <=50k
0-50, Private,485117,ProfSchool,12,NeverMarried, Craft-repair, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, State-gov,210830,ProfSchool,14,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,30, United-States, <=50k
0-50, Private,180758,ProfSchool,12,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Self-emp-not-inc,101266,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,62, United-States, <=50k
0-50, Private,96178,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, State-gov,106334,ProfSchool,14,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, ?, <=50k
0-50, Private,122272,ProfSchool,13,NeverMarried, Farming-fishing, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Self-emp-not-inc,212041,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50, Private,278404,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Local-gov,348728,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50, Self-emp-inc,49795,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50, State-gov,99086,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50, Federal-gov,410867,ProfSchool,16,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,50, United-States, >50k
0-50, Private,86681,ProfSchool,13,NeverMarried, Other-service, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,244366,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Self-emp-not-inc,326400,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, State-gov,205499,ProfSchool,16,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,77, United-States, <=50k
0-50, Private,192010,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,60, Poland, <=50k
0-50, Private,311497,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Local-gov,356089,ProfSchool,13,NeverMarried, Prof-specialty, Other-relative,Occident, Male,0,0,50, United-States, <=50k
0-50, Self-emp-not-inc,149116,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50, Private,189027,ProfSchool,13,NeverMarried, Handlers-cleaners, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Local-gov,134813,ProfSchool,14,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,52, United-States, <=50k
0-50, Private,432376,ProfSchool,13,NeverMarried, Sales, Other-relative,Occident, Male,0,0,40, United-States, <=50k
0-50, Local-gov,154940,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,45, United-States, >50k
0-50, Private,86808,ProfSchool,13,NeverMarried, Prof-specialty, Other-relative,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,126161,ProfSchool,16,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50, Private,118736,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,20, United-States, <=50k
0-50, Private,55390,ProfSchool,12,NeverMarried, Tech-support, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50, Private,69621,ProfSchool,12,NeverMarried, Sales, Not-in-family,Occident, Female,0,0,60, United-States, <=50k
0-50, Self-emp-not-inc,153546,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,297188,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,60, United-States, <=50k
0-50, Private,182342,ProfSchool,13,NeverMarried, Sales, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Local-gov,167261,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,73019,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,66194,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50k
0-50, Private,179641,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, State-gov,28366,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,177526,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,83141,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Self-emp-not-inc,364365,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50, State-gov,142621,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,4101,0,40, United-States, <=50k
0-50, Private,456399,ProfSchool,12,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,197303,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Local-gov,148995,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,4787,0,45, United-States, >50k
0-50, Private,323229,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,203710,ProfSchool,13,NeverMarried, Machine-op-inspct, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,214542,ProfSchool,13,NeverMarried, Handlers-cleaners, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,57233,ProfSchool,13,NeverMarried, Handlers-cleaners, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,120238,ProfSchool,13,NeverMarried, Craft-repair, Not-in-family,Occident, Male,3325,0,40, United-States, <=50k
0-50, Private,176756,ProfSchool,13,NeverMarried, Craft-repair, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Federal-gov,235485,ProfSchool,12,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,42, United-States, <=50k
0-50, Private,38223,ProfSchool,13,NeverMarried, Sales, Own-child,Occident, Male,0,0,45, United-States, <=50k
0-50, Self-emp-inc,105779,ProfSchool,13,NeverMarried, Sales, Own-child,Occident, Male,0,0,40, United-States, >50k
0-50, Private,428030,ProfSchool,13,NeverMarried, Craft-repair, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50, Private,111499,ProfSchool,14,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,14084,0,40, United-States, >50k
0-50, Local-gov,159187,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50, Private,257621,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, Private,256764,ProfSchool,12,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, ?,146399,ProfSchool,13,NeverMarried, ?, Not-in-family,Occident, Male,0,0,55, United-States, <=50k
0-50, Private,174215,ProfSchool,16,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,15, United-States, <=50k
0-50, State-gov,188900,ProfSchool,12,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,3325,0,35, United-States, <=50k
0-50, Local-gov,121622,ProfSchool,14,NeverMarried, Prof-specialty, Unmarried,Occident, Female,0,1380,40, United-States, <=50k
0-50, Private,211424,ProfSchool,13,NeverMarried, Exec-managerial, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Federal-gov,56795,ProfSchool,14,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,14084,0,55, United-States, >50k
0-50, ?,189203,ProfSchool,12,NeverMarried, ?, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Self-emp-not-inc,328051,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,60, United-States, <=50k
0-50, Private,212064,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,397317,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,1876,40, United-States, <=50k
0-50, Private,271933,ProfSchool,14,NeverMarried, Exec-managerial, Unmarried,Occident, Female,0,0,50, United-States, <=50k
0-50, Private,164488,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,13550,0,50, United-States, >50k
0-50, Private,255004,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,1741,38, United-States, <=50k
0-50, Private,157624,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,248612,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,30, United-States, <=50k
0-50, Private,80410,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,213412,ProfSchool,13,NeverMarried, Tech-support, Unmarried,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,46807,ProfSchool,13,NeverMarried, Tech-support, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,369825,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,4101,0,50, United-States, <=50k
0-50, Private,185132,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, Private,239390,ProfSchool,13,NeverMarried, Sales, Own-child,Occident, Male,0,0,18, United-States, <=50k
0-50, Private,308144,ProfSchool,13,NeverMarried, Craft-repair, Not-in-family,Occident, Male,0,0,40, Mexico, <=50k
0-50, Self-emp-inc,266639,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Local-gov,50512,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,2202,0,50, United-States, <=50k
0-50, Self-emp-inc,111483,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, ?,29361,ProfSchool,12,NeverMarried, ?, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, Private,194630,ProfSchool,13,NeverMarried, Tech-support, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50, Private,175360,ProfSchool,14,NeverMarried, Adm-clerical, Not-in-family,Occident, Male,13550,0,50, United-States, >50k
0-50, Local-gov,32950,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50, Private,162872,ProfSchool,12,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, State-gov,232918,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,20, United-States, <=50k
0-50, Local-gov,197764,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, State-gov,114055,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,317378,ProfSchool,13,NeverMarried, Exec-managerial, Own-child,Occident, Female,10520,0,40, United-States, >50k
0-50, Private,283305,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,321666,ProfSchool,12,NeverMarried, Machine-op-inspct, Own-child,Occident, Male,0,0,20, United-States, <=50k
0-50, Private,331861,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,60, ?, <=50k
0-50, Federal-gov,26358,ProfSchool,12,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,166051,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,242768,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,38, United-States, <=50k
0-50, Private,195532,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,8614,0,40, United-States, >50k
0-50, Private,118693,ProfSchool,13,NeverMarried, Other-service, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50, Private,190290,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,185480,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, Private,393264,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,108140,ProfSchool,13,NeverMarried, Other-service, Not-in-family,Occident, Male,0,0,20, United-States, <=50k
0-50, Local-gov,209109,ProfSchool,14,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,35, United-States, <=50k
0-50, Private,203182,ProfSchool,13,NeverMarried, Exec-managerial, Unmarried,Occident, Female,0,0,30, United-States, <=50k
0-50, Private,215384,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,1974,55, United-States, <=50k
0-50, Private,211450,ProfSchool,14,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,45, United-States, >50k
0-50, Private,172009,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Local-gov,352056,ProfSchool,12,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,34918,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,15, Germany, <=50k
0-50, Private,213821,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, >50k
0-50, Federal-gov,164552,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,1876,40, United-States, <=50k
0-50, Private,371987,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,378460,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Male,10520,0,60, United-States, >50k
0-50, Self-emp-not-inc,70100,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50, Private,69640,ProfSchool,13,NeverMarried, Sales, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Local-gov,220419,ProfSchool,13,NeverMarried, Protective-serv, Not-in-family,Occident, Male,0,0,56, United-States, <=50k
0-50, State-gov,116554,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,193285,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Local-gov,170504,ProfSchool,13,NeverMarried, Transport-moving, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,398988,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,155320,ProfSchool,13,NeverMarried, Exec-managerial, Own-child,Occident, Male,0,0,45, United-States, <=50k
0-50, Private,197380,ProfSchool,12,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,122127,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,8614,0,40, United-States, >50k
0-50, Private,193945,ProfSchool,12,NeverMarried, Tech-support, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50, Private,83082,ProfSchool,12,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,33, United-States, <=50k
0-50, Private,399449,ProfSchool,13,NeverMarried, Sales, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,32126,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,59306,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, State-gov,154432,ProfSchool,13,NeverMarried, Machine-op-inspct, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50, Private,128736,ProfSchool,13,NeverMarried, Prof-specialty, Unmarried,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,245565,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,12, England, <=50k
0-50, State-gov,143517,ProfSchool,13,NeverMarried, Exec-managerial, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,107882,ProfSchool,12,NeverMarried, Other-service, Own-child,Occident, Female,0,0,9, United-States, <=50k
0-50, Private,341643,ProfSchool,13,NeverMarried, Other-service, Other-relative,Occident, Male,0,0,50, United-States, <=50k
0-50, Private,224563,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,102476,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,10520,0,64, United-States, >50k
0-50, Private,198452,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,71195,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50, Local-gov,304960,ProfSchool,12,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,1980,40, United-States, <=50k
0-50, Private,347166,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,13550,0,45, United-States, >50k
0-50, Private,94936,ProfSchool,12,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Self-emp-not-inc,241895,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,42, United-States, <=50k
0-50, Private,296999,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,70, United-States, <=50k
0-50, Private,156464,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,25, United-States, <=50k
0-50, Private,187112,ProfSchool,13,NeverMarried, Other-service, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, Federal-gov,359808,ProfSchool,12,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, State-gov,68393,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,253814,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50, Private,129707,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Male,0,0,60, United-States, >50k
0-50, State-gov,46814,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,38, United-States, <=50k
0-50, Private,178478,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Federal-gov,76900,ProfSchool,13,NeverMarried, Tech-support, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,32008,ProfSchool,13,NeverMarried, Tech-support, Not-in-family,Occident, Female,0,0,72, United-States, <=50k
0-50, Private,362589,ProfSchool,12,NeverMarried, Sales, Not-in-family,Occident, Female,0,0,15, United-States, <=50k
0-50, Local-gov,80485,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,38, United-States, <=50k
0-50, Private,259300,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Female,0,0,16, United-States, <=50k
0-50, Local-gov,212803,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50, Private,115438,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,124953,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Male,0,0,50, United-States, <=50k
0-50, Private,342642,ProfSchool,14,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,15, United-States, <=50k
0-50, Federal-gov,329426,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,351576,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,50, United-States, >50k
0-50, Private,168403,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,1741,40, United-States, <=50k
0-50, Private,87561,ProfSchool,12,NeverMarried, Tech-support, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,416338,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50, Private,133454,ProfSchool,12,NeverMarried, Craft-repair, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,301302,ProfSchool,13,NeverMarried, Craft-repair, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50, Private,288519,ProfSchool,13,NeverMarried, Adm-clerical, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,267912,ProfSchool,13,NeverMarried, Other-service, Not-in-family,Occident, Male,0,0,50, Mexico, >50k
0-50, Private,107458,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50, Local-gov,170092,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,43, United-States, <=50k
0-50, Local-gov,185575,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,105693,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Self-emp-inc,108467,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,55, United-States, <=50k
0-50, Private,148549,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50, Local-gov,102076,ProfSchool,13,NeverMarried, Adm-clerical, Unmarried,Occident, Female,0,0,35, United-States, <=50k
0-50, Private,36601,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50, Private,121488,ProfSchool,13,NeverMarried, Sales, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,120268,ProfSchool,13,NeverMarried, Adm-clerical, Own-child,Occident, Male,0,0,24, United-States, <=50k
0-50, Private,136985,ProfSchool,12,NeverMarried, Tech-support, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50, Private,290922,ProfSchool,14,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50, Private,140001,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50, ?,189888,ProfSchool,12,NeverMarried, ?, Not-in-family,Occident, Male,0,0,55, United-States, <=50k
0-50, Private,211482,ProfSchool,13,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,0,50, United-States, >50k
0-50, Federal-gov,255191,ProfSchool,14,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,0,1408,40, United-States, <=50k
0-50, Self-emp-not-inc,164526,ProfSchool,16,NeverMarried, Prof-specialty, Not-in-family,Occident, Male,14084,0,45, United-States, >50k
0-50, Private,184589,ProfSchool,13,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,21, United-States, <=50k
0-50, Private,282611,ProfSchool,13,NeverMarried, Exec-managerial, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50, ?,138768,ProfSchool,13,NeverMarried, ?, Own-child,Occident, Male,2907,0,40, United-States, <=50k
0-50, Private,193820,ProfSchool,14,NeverMarried, Prof-specialty, Own-child,Occident, Female,0,0,35, United-States, <=50k
