age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,incom
0-50,Public,117833,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,4865,0,35, United-States, <=50k
0-50,Public,286261,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,34029,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,20, United-States, <=50k
0-50,Public,211596,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,108293,ProfSchool,13-16,NonMarried,*, Other-relative,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,175958,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,3325,0,60, United-States, <=50k
0-50,Public,209544,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,10520,0,50, United-States, >50k
0-50,Public,210830,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,30, United-States, <=50k
0-50,Public,224947,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,216657,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,35, United-States, >50k
0-50,Public,287031,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,8614,0,40, United-States, >50k
0-50,Public,120539,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, >50k
0-50,Public,101266,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,62, United-States, <=50k
0-50,Public,188957,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,106334,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, ?, <=50k
0-50,Public,321187,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,0,45, United-States, <=50k
0-50,Public,177083,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,177526,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,15, United-States, <=50k
0-50,Public,144778,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, >50k
0-50,Public,118457,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,55, United-States, <=50k
0-50,Public,314525,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,348728,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,212041,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,222374,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,60227,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,38, United-States, <=50k
0-50,Public,99086,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50,Public,49795,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,410867,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, >50k
0-50,Public,257124,ProfSchool,13-16,NonMarried,*, Other-relative,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,326400,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,205499,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,77, United-States, <=50k
0-50,Public,356089,ProfSchool,13-16,NonMarried,*, Other-relative,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,152461,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,42, United-States, <=50k
0-50,Public,149116,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50,Public,182714,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,55, United-States, >50k
0-50,Public,46442,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,104663,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, Italy, >50k
0-50,Public,84257,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,109766,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50,Public,154940,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,45, United-States, >50k
0-50,Public,357145,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,48, United-States, <=50k
0-50,Public,163215,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, ?, <=50k
0-50,Public,105830,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,60, United-States, <=50k
0-50,Public,190228,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,281860,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,188278,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,183829,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,38, United-States, <=50k
0-50,Public,191921,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,25, United-States, <=50k
0-50,Public,153546,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,167261,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,262402,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,28366,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,47907,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,142621,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,4101,0,40, United-States, <=50k
0-50,Public,364365,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,186569,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,12, United-States, <=50k
0-50,Public,148995,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,4787,0,45, United-States, >50k
0-50,Public,194630,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,4787,0,43, United-States, >50k
0-50,Public,34021,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,50, United-States, <=50k
0-50,Public,334133,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,20, United-States, <=50k
0-50,Public,26929,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,191269,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,65, United-States, <=50k
0-50,Public,187322,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,247507,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,105779,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, >50k
0-50,Public,180957,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,159187,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,235853,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,22, United-States, <=50k
0-50,Public,127610,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,144531,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, >50k
0-50,Public,96468,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,177907,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, >50k
0-50,Public,121622,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,1380,40, United-States, <=50k
0-50,Public,117833,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,56795,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,14084,0,55, United-States, >50k
0-50,Public,192321,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,328051,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,60, United-States, <=50k
0-50,Public,380127,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,282972,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,4, United-States, <=50k
0-50,Public,43348,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,99999,0,70, United-States, >50k
0-50,Public,220066,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50,Public,112062,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,446358,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, Mexico, >50k
0-50,Public,204241,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,336010,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,32, United-States, <=50k
0-50,Public,181758,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,0,60, United-States, >50k
0-50,Public,31873,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,50512,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,2202,0,50, United-States, <=50k
0-50,Public,43434,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,111483,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,266639,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,338320,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50,Public,227065,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,22, United-States, <=50k
0-50,Public,277783,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,99, United-States, <=50k
0-50,Public,29174,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,32950,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,197728,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,20, United-States, <=50k
0-50,Public,208406,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,30, United-States, <=50k
0-50,Public,232918,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,20, United-States, <=50k
0-50,Public,197764,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,114055,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,74163,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,292933,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,10, United-States, <=50k
0-50,Public,215115,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, ?, <=50k
0-50,Public,471452,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,8, United-States, <=50k
0-50,Public,177794,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,278155,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,129573,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,1741,40, United-States, <=50k
0-50,Public,240172,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,557853,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,47, United-States, <=50k
0-50,Public,53245,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,104235,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,99, United-States, <=50k
0-50,Public,209109,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,345259,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,99, United-States, <=50k
0-50,Public,130557,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,258298,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,2231,40, United-States, >50k
0-50,Public,50649,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50,Public,164552,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,1876,40, United-States, <=50k
0-50,Public,191355,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,26892,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,193565,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,70100,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50,Public,502316,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,43475,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,116554,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,419740,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,52, United-States, <=50k
0-50,Public,220419,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,56, United-States, <=50k
0-50,Public,170504,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,207685,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, >50k
0-50,Public,222572,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,0,43, United-States, <=50k
0-50,Public,280618,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,27834,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,200492,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,226494,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,347720,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,39239,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,70, United-States, <=50k
0-50,Public,170230,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,14084,0,60, United-States, >50k
0-50,Public,154432,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,203353,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,45, United-States, <=50k
0-50,Public,35032,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,143517,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,44464,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,60, United-States, <=50k
0-50,Public,183765,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, ?, <=50k
0-50,Public,184678,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,39464,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,52, United-States, <=50k
0-50,Public,210781,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,15, United-States, <=50k
0-50,Public,124950,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,48976,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,4865,0,45, United-States, <=50k
0-50,Public,513416,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,10, United-States, <=50k
0-50,Public,109762,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,192349,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,4650,0,40, United-States, <=50k
0-50,Public,201569,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,20, United-States, <=50k
0-50,Public,158291,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,316582,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,55, United-States, <=50k
0-50,Public,241895,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,42, United-States, <=50k
0-50,Public,185621,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,60, United-States, >50k
0-50,Public,229300,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,48, United-States, <=50k
0-50,Public,109240,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,98725,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,42, United-States, <=50k
0-50,Public,68393,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,292465,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,264710,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,80771,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,163101,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,38434,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,46814,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,38, United-States, <=50k
0-50,Public,234663,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,138917,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,76900,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,188774,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,55, United-States, >50k
0-50,Public,80485,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,38, United-States, <=50k
0-50,Public,181758,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,158291,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,8614,0,40, United-States, >50k
0-50,Public,267396,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,212803,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,188798,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, <=50k
0-50,Public,82622,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,169973,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,38, United-States, <=50k
0-50,Public,329426,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,84119,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,43, United-States, <=50k
0-50,Public,287988,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,136075,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,32, United-States, <=50k
0-50,Public,151763,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,25, United-States, <=50k
0-50,Public,104097,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,156423,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,20, United-States, <=50k
0-50,Public,117618,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,24, United-States, <=50k
0-50,Public,170092,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,43, United-States, <=50k
0-50,Public,222800,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,198183,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,50, United-States, >50k
0-50,Public,158963,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,185575,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,30509,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,1669,55, United-States, <=50k
0-50,Public,108467,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,55, United-States, <=50k
0-50,Public,221966,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,102076,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Female,0,0,35, United-States, <=50k
0-50,Public,273771,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,45, United-States, <=50k
0-50,Public,106705,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,38, United-States, <=50k
0-50,Public,375655,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,183801,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,14, United-States, <=50k
0-50,Public,375422,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, South, <=50k
0-50,Public,202286,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,271328,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50,Public,255191,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,1408,40, United-States, <=50k
0-50,Public,164526,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,14084,0,45, United-States, >50k
0-50,Public,157217,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,42, United-States, <=50k
0-50,Public,112835,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, United-States, <=50k
0-50,Public,331046,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,45, United-States, <=50k
0-50,Public,192355,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,62396,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,62, United-States, >50k
0-50,Public,216481,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,236487,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, Germany, <=50k
0-50,Public,346406,ProfSchool,13-16,NonMarried,*, Unmarried,Occident, Male,0,0,50, United-States, <=50k
0-50,Public,128016,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,191841,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,8614,0,40, United-States, >50k
0-50,Public,366796,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,41591,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,30, United-States, <=50k
0-50,Public,194630,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,230912,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,4865,0,40, United-States, <=50k
0-50,Public,205704,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,35, United-States, <=50k
0-50,Public,315971,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,104614,ProfSchool,13-16,NonMarried,*, Own-child,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,182926,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,40, ?, <=50k
0-50,Public,313729,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,60, United-States, <=50k
0-50,Public,215797,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Female,0,0,40, United-States, <=50k
0-50,Public,213668,ProfSchool,13-16,NonMarried,*, Not-in-family,Occident, Male,0,0,56, United-States, >50k
